Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
3,CE,1863,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-03-13,Political event,The last Thursday in November is declared as Thanksgiving Day by U.S. President Abraham Lincoln.,The last Thursday in November is declared as Thanksgiving Day by U.S. President Abraham Lincoln.,"October 3, 1863 CE",https://en.wikipedia.org/wiki/3_October,1863-10-03,"October 3, 1863 CE",October 3 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1912,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-03-14,Conflict or political event,U.S. forces defeat Nicaraguan rebels at the Battle of Coyotepe Hill.,U.S. forces defeat Nicaraguan rebels at the Battle of Coyotepe Hill.,"October 3, 1912 CE",https://en.wikipedia.org/wiki/3_October,1912-10-03,"October 3, 1912 CE",October 3 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-03-15,Historical event,Tsar Boris III of Bulgaria accedes to the throne.,Tsar Boris III of Bulgaria accedes to the throne.,"October 3, 1918 CE",https://en.wikipedia.org/wiki/3_October,1918-10-03,"October 3, 1918 CE",October 3 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1919,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-03-16,Historical event,Cincinnati Reds pitcher Adolfo Luque becomes the first Latin American player to appear in a World Series.,Cincinnati Reds pitcher Adolfo Luque becomes the first Latin American player to appear in a World Series.,"October 3, 1919 CE",https://en.wikipedia.org/wiki/3_October,1919-10-03,"October 3, 1919 CE",October 3 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1929,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-03-17,Political event,"The Kingdom of Serbs, Croats and Slovenes is renamed to Yugoslavia by King Alexander I.","The Kingdom of Serbs, Croats and Slovenes is renamed to Yugoslavia by King Alexander I.","October 3, 1929 CE",https://en.wikipedia.org/wiki/3_October,1929-10-03,"October 3, 1929 CE",October 3 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1932,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-03-18,Political event,The Kingdom of Iraq gains independence from the United Kingdom.,The Kingdom of Iraq gains independence from the United Kingdom.,"October 3, 1932 CE",https://en.wikipedia.org/wiki/3_October,1932-10-03,"October 3, 1932 CE",October 3 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1935,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Africa,GHC-OCT-03-19,Conflict or political event,Second Italo-Abyssinian War: Italy invades Ethiopia.,Second Italo-Abyssinian War: Italy invades Ethiopia.,"October 3, 1935 CE",https://en.wikipedia.org/wiki/3_October,1935-10-03,"October 3, 1935 CE",October 3 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
3,CE,1942,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-03-20,Scientific or technological event,A German V-2 rocket reaches a record 85 km (46 nm) in altitude.,A German V-2 rocket reaches a record 85 km (46 nm) in altitude.,"October 3, 1942 CE",https://en.wikipedia.org/wiki/3_October,1942-10-03,"October 3, 1942 CE",October 3 — Wikipedia,Exact day in source chronology,"Science, technology and space",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1209,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-04-01,Political event,Otto IV is crowned Emperor of the Holy Roman Empire by Pope Innocent III.,Otto IV is crowned Emperor of the Holy Roman Empire by Pope Innocent III.,"October 4, 1209 CE",https://en.wikipedia.org/wiki/October_4,1209-10-04,"October 4, 1209 CE",October 4 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1302,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-04-02,Conflict or political event,The Byzantine–Venetian War comes to an end.,The Byzantine–Venetian War comes to an end.,"October 4, 1302 CE",https://en.wikipedia.org/wiki/October_4,1302-10-04,"October 4, 1302 CE",October 4 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1363,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-04-03,Conflict or political event,"Battle of Lake Poyang: In one of the largest naval battles in history, Zhu Yuanzhang's rebels defeat rival Chen Youliang.","Battle of Lake Poyang: In one of the largest naval battles in history, Zhu Yuanzhang's rebels defeat rival Chen Youliang.","October 4, 1363 CE",https://en.wikipedia.org/wiki/October_4,1363-10-04,"October 4, 1363 CE",October 4 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1511,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-04-04,Historical event,"Formation of the Holy League of Aragon, the Papal States and Venice against France.","Formation of the Holy League of Aragon, the Papal States and Venice against France.","October 4, 1511 CE",https://en.wikipedia.org/wiki/October_4,1511-10-04,"October 4, 1511 CE",October 4 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1535,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-04-05,Historical event,"The Coverdale Bible is printed, with translations into English by William Tyndale and Myles Coverdale.","The Coverdale Bible is printed, with translations into English by William Tyndale and Myles Coverdale.","October 4, 1535 CE",https://en.wikipedia.org/wiki/October_4,1535-10-04,"October 4, 1535 CE",October 4 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1582,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-04-06,Religious event,The Gregorian Calendar is introduced by Pope Gregory XIII.,The Gregorian Calendar is introduced by Pope Gregory XIII.,"October 4, 1582 CE",https://en.wikipedia.org/wiki/October_4,1582-10-04,"October 4, 1582 CE",October 4 — Wikipedia,Exact day in source chronology,Religion and philosophy,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1602,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-04-07,Conflict or political event,Eighty Years' War and the Anglo-Spanish War: A fleet of Spanish galleys are defeated by English and Dutch galleons in the English Channel.,Eighty Years' War and the Anglo-Spanish War: A fleet of Spanish galleys are defeated by English and Dutch galleons in the English Channel.,"October 4, 1602 CE",https://en.wikipedia.org/wiki/October_4,1602-10-04,"October 4, 1602 CE",October 4 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
4,CE,1636,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-04-08,Conflict or political event,Thirty Years' War: The Swedish Army defeats the armies of Saxony and the Holy Roman Empire at the Battle of Wittstock.,Thirty Years' War: The Swedish Army defeats the armies of Saxony and the Holy Roman Empire at the Battle of Wittstock.,"October 4, 1636 CE",https://en.wikipedia.org/wiki/October_4,1636-10-04,"October 4, 1636 CE",October 4 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
