Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
3,CE,1690,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-03-1690-04,economics,The colony of Massachusetts issues the first paper money in the Americas.,The colony of Massachusetts issues the first paper money in the Americas.,3 February 1690 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,,"Not separately stated; listed as February 3, 1690",Wikipedia — February 3,,exact,First paper money in the Americas,United States,Gregorian calendar date-page normalization,meets target,,Massachusetts,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1716,February,"The sequence began with an Mw 7.0 mainshock; 20,000 were killed. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Africa,FEB-03-1716-05,disaster,"The 1716 Algiers earthquake sequence began with an M w 7.0 mainshock that caused severe damage and killed 20,000 in Algeria.","The 1716 Algiers earthquake sequence began with an M w 7.0 mainshock that caused severe damage and killed 20,000 in Algeria.",3 February 1716 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,Algiers,"Not separately stated; listed as February 3, 1716",Wikipedia — February 3,,exact,Algiers earthquake,Algeria,Gregorian calendar date-page normalization,meets target,,Algiers,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1807,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-03-1807-06,war,"A British military force, under Brigadier-General Sir Samuel Auchmuty captures the Spanish Empire city of Montevideo, now the capital of Uruguay.","A British military force, under Brigadier-General Sir Samuel Auchmuty captures the Spanish Empire city of Montevideo, now the capital of Uruguay.",3 February 1807 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,Montevideo,"Not separately stated; listed as February 3, 1807",Wikipedia — February 3,,exact,Capture of Montevideo,Uruguay,Gregorian calendar date-page normalization,meets target,Samuel Auchmuty,Spanish Empire,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1830,February,The London Protocol established full independence and sovereignty of Greece. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-03-1830-07,independence,The London Protocol of 1830 establishes the full independence and sovereignty of Greece from the Ottoman Empire as the final result of the Greek War of Independence.,The London Protocol of 1830 establishes the full independence and sovereignty of Greece from the Ottoman Empire as the final result of the Greek War of Independence.,3 February 1830 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,London,"Not separately stated; listed as February 3, 1830",Wikipedia — February 3,,exact,Greek independence,Greece;Turkey,Gregorian calendar date-page normalization,meets target,,Ottoman Empire; Greece,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
3,CE,1862,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-03-1862-08,political,Moldavia and Wallachia formally unite to create the Romanian United Principalities.,Moldavia and Wallachia formally unite to create the Romanian United Principalities.,3 February 1862 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,,"Not separately stated; listed as February 3, 1862",Wikipedia — February 3,,exact,Romanian United Principalities,Romania,Gregorian calendar date-page normalization,meets target,,Moldavia and Wallachia,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1870,February,The entry specifies voting rights for male citizens regardless of race. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-03-1870-09,political,"The Fifteenth Amendment to the United States Constitution is ratified, guaranteeing voting rights to male citizens regardless of race.","The Fifteenth Amendment to the United States Constitution is ratified, guaranteeing voting rights to male citizens regardless of race.",3 February 1870 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,,"Not separately stated; listed as February 3, 1870",Wikipedia — February 3,,exact,Fifteenth Amendment,United States,Gregorian calendar date-page normalization,meets target,,United States Constitution,national,Wikipedia date-page; single-source verification,20,verified—single source,20,9
3,CE,1913,February,Authorized the federal government to impose and collect an income tax. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-03-1913-10,economics,"The Sixteenth Amendment to the United States Constitution is ratified, authorizing the Federal government to impose and collect an income tax.","The Sixteenth Amendment to the United States Constitution is ratified, authorizing the Federal government to impose and collect an income tax.",3 February 1913 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,,"Not separately stated; listed as February 3, 1913",Wikipedia — February 3,,exact,Sixteenth Amendment,United States,Gregorian calendar date-page normalization,meets target,,United States Constitution,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1917,February,The entry describes this as the beginning of American entry into World War I. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-03-1917-11,war,World War I: The American entry into World War I begins when diplomatic relations with Germany are severed due to its unrestricted submarine warfare.,World War I: The American entry into World War I begins when diplomatic relations with Germany are severed due to its unrestricted submarine warfare.,3 February 1917 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,,"Not separately stated; listed as February 3, 1917",Wikipedia — February 3,,exact,United States breaks diplomatic relations with Germany,United States;Germany,Gregorian calendar date-page normalization,meets target,,World War I,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
3,CE,1930,February,Founded at a Unification Conference held in British Hong Kong. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-03-1930-12,political,"The Communist Party of Vietnam is founded at a ""Unification Conference"" held in Kowloon, British Hong Kong.","The Communist Party of Vietnam is founded at a ""Unification Conference"" held in Kowloon, British Hong Kong.",3 February 1930 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,Kowloon,"Not separately stated; listed as February 3, 1930",Wikipedia — February 3,,exact,Communist Party of Vietnam founded,Vietnam;China,Gregorian calendar date-page normalization,meets target,,Communist Party of Vietnam,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1931,February,Described as New Zealand's worst natural disaster; 258 were killed. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-03-1931-13,disaster,"The Hawke's Bay earthquake, New Zealand's worst natural disaster, kills 258.","The Hawke's Bay earthquake, New Zealand's worst natural disaster, kills 258.",3 February 1931 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,,"Not separately stated; listed as February 3, 1931",Wikipedia — February 3,,exact,Hawke's Bay earthquake,New Zealand,Gregorian calendar date-page normalization,meets target,,Hawke's Bay,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1944,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-03-1944-14,war,"World War II: During the Gilbert and Marshall Islands campaign, U.S. Army and Marine forces seize Kwajalein Atoll from the defending Japanese garrison.","World War II: During the Gilbert and Marshall Islands campaign, U.S. Army and Marine forces seize Kwajalein Atoll from the defending Japanese garrison.",3 February 1944 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,Kwajalein Atoll,"Not separately stated; listed as February 3, 1944",Wikipedia — February 3,,exact,Capture of Kwajalein Atoll,Marshall Islands;United States;Japan,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
3,CE,1945,February,The entry describes a month-long battle to retake Manila. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-03-1945-15,war,World War II: The United States and the Philippine Commonwealth begin a month-long battle to retake Manila from Japan.,World War II: The United States and the Philippine Commonwealth begin a month-long battle to retake Manila from Japan.,3 February 1945 CE,https://en.wikipedia.org/wiki/February_3,,--02-03,Manila,"Not separately stated; listed as February 3, 1945",Wikipedia — February 3,,exact,Battle of Manila,Philippines;United States;Japan,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
