Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
3,CE,1585,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-03-06-1585,cultural event,"On March 3, 1585, The Olympic Theatre, designed by Andrea Palladio, is inaugurated in Vicenza. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",The Olympic Theatre,1585 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1585","Wikipedia, March 3",documented date,culture and society,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,61
3,CE,1776,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Americas,EVT-MAR-03-02-1776,conflict,"On March 3, 1776, American Revolutionary War: The first amphibious landing of the United States Marine Corps begins the Battle of Nassau. This event is included in the documented historical-events chronology for this calendar date.",American Revolutionary War,1776 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1776","Wikipedia, March 3",documented date,military,United States,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,83
3,CE,1779,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-03-03-1779,conflict,"On March 3, 1779, American Revolutionary War: The Continental Army is routed at the Battle of Brier Creek near Savannah, Georgia. This event is included in the documented historical-events chronology for this calendar date.",American Revolutionary War,1779 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1779","Wikipedia, March 3",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,72
3,CE,1857,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-03-13-1857,conflict,"On March 3, 1857, Second Opium War: France and the United Kingdom declare war on China. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Second Opium War,1857 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1857","Wikipedia, March 3",documented date,military,China,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
3,CE,1878,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-03-01-1878,conflict,"On March 3, 1878, The Russo-Turkish War ends with Bulgaria regaining its independence from the Ottoman Empire according to the Treaty of San Stefano. This event is included in the documented historical-events chronology for this calendar date.",The Russo-Turkish War ends with Bulgaria regaining its independence from the Ottoman Empire according to the Treaty of San Stefano.,1878 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1878","Wikipedia, March 3",documented date,military,Bulgaria,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,88
3,CE,1891,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-03-09-1891,historical event,"On March 3, 1891, Shoshone National Forest is established as the first national forest in the US and world. This event is included in the documented historical-events chronology for this calendar date.",Shoshone National Forest is established as the first national forest in the US and world.,1891 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1891","Wikipedia, March 3",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,59
3,CE,1918,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-03-04-1918,conflict,"Russia signs the Treaty of Brest-Litovsk, agreeing to withdraw from World War I, and conceding German control of the Baltic States, Belarus and Ukraine. It also conceded Turkish control of Ardahan, Kars and Batumi.",Russia signs the Treaty of Brest-Litovsk,1918 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1918","Wikipedia, March 3",documented date,military,Russia,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,68
3,CE,1924,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-03-14-1924,historical event,"The Ottoman Caliphate is abolished, when the Caliph Abdülmecid II of the Ottoman dynasty is deposed. The last remnant of the old monarchy gives way to the reformed Turkey of Kemal Atatürk.",The Ottoman Caliphate is abolished,1924 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1924","Wikipedia, March 3",documented date,general history,Turkey,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
3,CE,1943,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-03-12-1943,conflict,"On March 3, 1943, World War II: In London, 173 people are killed in a crush while trying to enter an air-raid shelter at Bethnal Green tube station. This event is included in the documented historical-events chronology for this calendar date.",World War II,1943 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1943","Wikipedia, March 3",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
3,CE,1945,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-03-10-1945,conflict,"On March 3, 1945, World War II: In poor visibility, the RAF mistakenly bombs the Bezuidenhout area of The Hague, Netherlands, killing 511 people. This event is included in the documented historical-events chronology for this calendar date.",World War II,1945 CE,https://en.wikipedia.org/wiki/March_3,March 3,"March 3, 1945","Wikipedia, March 3",documented date,military,Netherlands,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
4,CE,581,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-04-08-0581,political event,"On March 4, 581, Yang Jian declares himself Emperor Wen of Sui, ending the Northern Zhou and beginning the Sui dynasty. This event is included in the documented historical-events chronology for this calendar date.",Yang Jian declares himself Emperor Wen of Sui,581 CE,https://en.wikipedia.org/wiki/March_4,March 4,"March 4, 581","Wikipedia, March 4",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
4,CE,852,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-04-14-0852,historical event,"On March 4, 852, Croatian Knez Trpimir I issues a statute, a document with the first known written mention of the Croats name in Croatian sources. This event is included in the documented historical-events chronology for this calendar date.",Croatian Knez Trpimir I issues a statute,852 CE,https://en.wikipedia.org/wiki/March_4,March 4,"March 4, 852","Wikipedia, March 4",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
